Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 11:54,59173.0000,59175.0000,59164.0000,59164.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 11:55,59165.0000,59174.0000,59164.0000,59174.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 11:56,59173.0000,59184.0000,59170.0000,59184.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 11:57,59185.0000,59185.0000,59179.0000,59182.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 11:58,59181.0000,59183.0000,59171.0000,59174.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 11:59,59175.0000,59179.0000,59172.0000,59172.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:00,59171.0000,59173.0000,59165.0000,59166.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:01,59167.0000,59177.0000,59167.0000,59174.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:02,59173.0000,59174.0000,59161.0000,59162.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:03,59161.0000,59171.0000,59159.0000,59168.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:04,59167.0000,59171.0000,59159.0000,59170.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:05,59169.0000,59172.0000,59156.0000,59156.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:06,59157.0000,59164.0000,59156.0000,59156.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:07,59157.0000,59163.0000,59151.0000,59160.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:08,59161.0000,59166.0000,59156.0000,59162.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:09,59163.0000,59174.0000,59161.0000,59166.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:10,59167.0000,59176.0000,59165.0000,59174.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:11,59173.0000,59183.0000,59171.0000,59182.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:12,59183.0000,59187.0000,59180.0000,59180.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:13,59179.0000,59179.0000,59166.0000,59178.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:14,59179.0000,59186.0000,59179.0000,59182.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:15,59181.0000,59195.0000,59181.0000,59190.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:16,59191.0000,59195.0000,59184.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:17,59191.0000,59195.0000,59189.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:18,59191.0000,59193.0000,59185.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:19,59193.0000,59195.0000,59188.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:20,59193.0000,59195.0000,59187.0000,59190.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:21,59191.0000,59192.0000,59176.0000,59186.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:22,59185.0000,59195.0000,59183.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:23,59191.0000,59194.0000,59186.0000,59188.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:24,59187.0000,59195.0000,59184.0000,59194.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:25,59195.0000,59195.0000,59187.0000,59188.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:26,59187.0000,59189.0000,59182.0000,59182.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:27,59183.0000,59184.0000,59172.0000,59180.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:28,59179.0000,59183.0000,59169.0000,59170.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:29,59171.0000,59171.0000,59155.0000,59158.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:30,59159.0000,59168.0000,59157.0000,59164.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:31,59165.0000,59172.0000,59165.0000,59170.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:32,59171.0000,59172.0000,59163.0000,59170.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:33,59171.0000,59185.0000,59169.0000,59184.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:34,59185.0000,59188.0000,59180.0000,59180.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:35,59179.0000,59185.0000,59174.0000,59182.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:36,59183.0000,59188.0000,59182.0000,59186.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:37,59187.0000,59195.0000,59185.0000,59190.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:38,59189.0000,59192.0000,59185.0000,59192.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:39,59193.0000,59193.0000,59174.0000,59176.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:40,59177.0000,59180.0000,59168.0000,59170.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:41,59171.0000,59179.0000,59171.0000,59176.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:42,59177.0000,59182.0000,59175.0000,59178.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:43,59179.0000,59179.0000,59160.0000,59160.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:44,59159.0000,59170.0000,59158.0000,59162.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:45,59163.0000,59172.0000,59159.0000,59164.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:46,59165.0000,59165.0000,59156.0000,59162.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:47,59161.0000,59169.0000,59160.0000,59168.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:48,59167.0000,59173.0000,59167.0000,59168.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:49,59167.0000,59177.0000,59166.0000,59172.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:50,59171.0000,59171.0000,59160.0000,59160.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:51,59161.0000,59168.0000,59157.0000,59158.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:52,59159.0000,59161.0000,59151.0000,59152.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:53,59153.0000,59156.0000,59146.0000,59152.0000,60,0.0010,0,59150.1000,59152.8000
2025.05.04 12:54,59151.0000,59151.0000,59151.0000,59151.0000,1,0.0010,0,59150.1000,59152.8000
