Date,Open,High,Low,Close
2025.04.21 23:16,1.15090,1.15090,1.15085,1.15085
2025.04.21 23:17,1.15101,1.15101,1.15089,1.15092
2025.04.21 23:18,1.15092,1.15095,1.15085,1.15094
2025.04.21 23:19,1.15091,1.15094,1.15088,1.15093
2025.04.21 23:20,1.15094,1.15094,1.15091,1.15094
2025.04.21 23:21,1.15094,1.15095,1.15081,1.15091
2025.04.21 23:22,1.15080,1.15089,1.15080,1.15089
2025.04.21 23:23,1.15085,1.15097,1.15085,1.15088
2025.04.21 23:24,1.15072,1.15072,1.15072,1.15072
2025.04.21 23:25,1.15081,1.15094,1.15081,1.15090
2025.04.21 23:26,1.15090,1.15090,1.15089,1.15089
2025.04.21 23:27,1.15088,1.15090,1.15088,1.15089
2025.04.21 23:28,1.15086,1.15100,1.15085,1.15089
2025.04.21 23:29,1.15084,1.15085,1.15084,1.15085
2025.04.21 23:30,1.15082,1.15116,1.15082,1.15111
2025.04.21 23:31,1.15112,1.15112,1.15101,1.15111
2025.04.21 23:32,1.15097,1.15101,1.15096,1.15101
2025.04.21 23:33,1.15102,1.15102,1.15101,1.15102
2025.04.21 23:34,1.15103,1.15104,1.15096,1.15096
2025.04.21 23:35,1.15096,1.15097,1.15096,1.15097
2025.04.21 23:36,1.15098,1.15099,1.15089,1.15099
2025.04.21 23:37,1.15100,1.15100,1.15100,1.15100
2025.04.21 23:38,1.15093,1.15139,1.15093,1.15138
2025.04.21 23:39,1.15138,1.15141,1.15105,1.15106
2025.04.21 23:40,1.15108,1.15109,1.15102,1.15106
2025.04.21 23:41,1.15108,1.15109,1.15108,1.15109
2025.04.21 23:42,1.15110,1.15112,1.15101,1.15104
2025.04.21 23:43,1.15105,1.15108,1.15102,1.15102
2025.04.21 23:44,1.15101,1.15102,1.15101,1.15102
2025.04.21 23:45,1.15104,1.15104,1.15101,1.15101
2025.04.21 23:46,1.15101,1.15101,1.15100,1.15100
2025.04.21 23:47,1.15101,1.15102,1.15099,1.15099
2025.04.21 23:48,1.15100,1.15101,1.15098,1.15101
2025.04.21 23:49,1.15099,1.15104,1.15099,1.15104
2025.04.21 23:50,1.15104,1.15104,1.15104,1.15104
2025.04.21 23:51,1.15104,1.15104,1.15102,1.15104
2025.04.21 23:52,1.15103,1.15106,1.15103,1.15103
2025.04.21 23:53,1.15103,1.15103,1.15098,1.15098
2025.04.21 23:54,1.15101,1.15101,1.15097,1.15099
2025.04.21 23:55,1.15099,1.15110,1.15084,1.15094
2025.04.21 23:56,1.15099,1.15099,1.15084,1.15094
2025.04.21 23:57,1.15095,1.15120,1.15083,1.15106
2025.04.21 23:58,1.15106,1.15118,1.15091,1.15103
2025.04.21 23:59,1.15105,1.15117,1.15067,1.15075
2025.04.22 00:00,1.15076,1.15135,1.15076,1.15121
2025.04.22 00:01,1.15121,1.15124,1.15064,1.15075
2025.04.22 00:02,1.15074,1.15125,1.15074,1.15125
2025.04.22 00:03,1.15125,1.15174,1.15125,1.15171
2025.04.22 00:04,1.15172,1.15177,1.15170,1.15172
2025.04.22 00:05,1.15175,1.15191,1.15175,1.15189
2025.04.22 00:06,1.15190,1.15201,1.15189,1.15199
2025.04.22 00:07,1.15200,1.15206,1.15195,1.15195
2025.04.22 00:08,1.15196,1.15210,1.15195,1.15207
2025.04.22 00:09,1.15207,1.15207,1.15178,1.15178
2025.04.22 00:10,1.15178,1.15192,1.15178,1.15189
2025.04.22 00:11,1.15189,1.15193,1.15186,1.15189
2025.04.22 00:12,1.15189,1.15192,1.15184,1.15189
2025.04.22 00:13,1.15190,1.15190,1.15180,1.15189
2025.04.22 00:14,1.15191,1.15194,1.15188,1.15194
2025.04.22 00:15,1.15194,1.15202,1.15194,1.15201
