DateTime
2025-04-20 21:40:00+02:00,2352.76000,2353.01100,2351.99900,2352.96200,29,161
2025-04-20 21:41:00+02:00,2353.14600,2353.74100,2352.75300,2353.30900,30,161
2025-04-20 21:42:00+02:00,2353.28300,2353.97400,2353.28300,2353.42700,30,161
2025-04-20 21:43:00+02:00,2353.27700,2354.60600,2353.20700,2354.12100,30,161
2025-04-20 21:44:00+02:00,2354.27800,2354.97900,2354.11500,2354.34100,30,161
2025-04-20 21:45:00+02:00,2354.15300,2354.70600,2353.92000,2354.07400,30,161
2025-04-20 21:46:00+02:00,2354.33700,2355.82200,2354.33700,2355.32500,30,161
2025-04-20 21:47:00+02:00,2355.22300,2355.57300,2354.49200,2354.54000,29,161
2025-04-20 21:48:00+02:00,2354.30500,2355.34100,2354.01400,2355.34100,30,161
2025-04-20 21:49:00+02:00,2355.28900,2355.34900,2354.52500,2354.73800,30,161
2025-04-20 21:50:00+02:00,2354.82600,2355.13700,2354.31600,2354.31600,30,161
2025-04-20 21:51:00+02:00,2354.08000,2354.94000,2353.82600,2354.52300,30,161
2025-04-20 21:52:00+02:00,2354.50100,2354.82700,2353.15400,2354.03600,30,161
2025-04-20 21:53:00+02:00,2353.85100,2355.31100,2353.54100,2355.23800,30,161
2025-04-20 21:54:00+02:00,2355.25700,2355.49300,2354.27100,2354.76900,30,161
2025-04-20 21:55:00+02:00,2354.62400,2356.01300,2354.56800,2355.95600,30,161
2025-04-20 21:56:00+02:00,2355.75600,2356.41900,2355.70400,2356.06000,30,161
2025-04-20 21:57:00+02:00,2356.25000,2356.80800,2356.01700,2356.16400,30,161
2025-04-20 21:58:00+02:00,2356.31300,2356.76000,2356.08900,2356.08900,30,161
2025-04-20 21:59:00+02:00,2355.91600,2355.93000,2354.53900,2354.53900,30,161
2025-04-20 22:00:00+02:00,2354.79700,2355.49200,2354.12600,2354.84200,30,161
2025-04-20 22:01:00+02:00,2355.01800,2355.67800,2354.11100,2354.56200,30,161
2025-04-20 22:02:00+02:00,2354.58700,2354.70500,2353.75100,2354.53900,29,161
2025-04-20 22:03:00+02:00,2354.25100,2354.54400,2353.11700,2353.22600,29,161
2025-04-20 22:04:00+02:00,2353.05200,2353.75300,2352.90000,2353.73800,30,161
2025-04-20 22:05:00+02:00,2353.83000,2354.41800,2353.49600,2354.30500,30,161
2025-04-20 22:06:00+02:00,2354.35300,2354.96500,2354.35300,2354.37900,29,161
2025-04-20 22:07:00+02:00,2354.39200,2354.39200,2353.14900,2353.61000,30,161
2025-04-20 22:08:00+02:00,2353.79100,2353.99800,2352.66200,2353.24700,30,161
2025-04-20 22:09:00+02:00,2353.11900,2354.60100,2353.11900,2354.13600,30,161
2025-04-20 22:10:00+02:00,2354.01600,2354.95300,2353.91200,2354.34900,29,161
2025-04-20 22:11:00+02:00,2354.17100,2354.89500,2353.83600,2354.78700,30,161
2025-04-20 22:12:00+02:00,2354.78400,2354.78400,2354.05300,2354.72700,30,161
2025-04-20 22:13:00+02:00,2354.61900,2354.68700,2353.06200,2353.39400,30,161
2025-04-20 22:14:00+02:00,2353.27000,2353.58300,2352.92700,2353.49800,29,161
2025-04-20 22:15:00+02:00,2353.72800,2354.43100,2353.65200,2354.23000,30,161
2025-04-20 22:16:00+02:00,2354.40900,2355.04000,2353.78800,2354.95200,30,161
2025-04-20 22:17:00+02:00,2354.87300,2355.66700,2354.87300,2354.97900,30,161
2025-04-20 22:18:00+02:00,2354.83300,2355.67400,2354.60200,2355.65100,30,161
2025-04-20 22:19:00+02:00,2355.52900,2356.31300,2355.30500,2355.90800,30,161
2025-04-20 22:20:00+02:00,2355.89700,2355.89700,2354.30900,2354.49800,30,161
2025-04-20 22:21:00+02:00,2354.71000,2354.84600,2354.03900,2354.63400,30,161
2025-04-20 22:22:00+02:00,2354.74200,2354.74200,2354.11300,2354.30200,30,161
2025-04-20 22:23:00+02:00,2354.21500,2354.62500,2353.80300,2354.50600,30,161
2025-04-20 22:24:00+02:00,2354.57500,2355.46500,2354.40000,2355.01900,30,161
2025-04-20 22:25:00+02:00,2355.09400,2355.09400,2354.08400,2354.41500,30,161
2025-04-20 22:26:00+02:00,2354.49900,2355.25500,2353.79200,2355.25500,30,161
2025-04-20 22:27:00+02:00,2355.29200,2355.70000,2355.04100,2355.37900,30,161
2025-04-20 22:28:00+02:00,2355.40700,2355.54900,2354.79300,2355.54900,30,161
2025-04-20 22:29:00+02:00,2355.68000,2355.70300,2354.81200,2355.08700,30,161
2025-04-20 22:30:00+02:00,2355.02000,2355.47600,2355.01600,2355.19100,30,161
2025-04-20 22:32:00+02:00,2355.49600,2355.49600,2355.49600,2355.49600,1,161
2025-04-20 22:31:00+02:00
2355.23500
2355.23500
2355.23500
2355.23500
1
161
2025-04-20 21:31:00+02:00
