Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 13:43,59052.0000,59065.0000,59051.0000,59063.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:44,59064.0000,59073.0000,59061.0000,59073.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:45,59072.0000,59072.0000,59063.0000,59069.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:46,59070.0000,59080.0000,59069.0000,59073.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:47,59074.0000,59082.0000,59072.0000,59079.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:48,59080.0000,59080.0000,59071.0000,59073.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:49,59072.0000,59077.0000,59065.0000,59073.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:50,59072.0000,59086.0000,59065.0000,59085.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:51,59086.0000,59099.0000,59086.0000,59095.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:52,59094.0000,59099.0000,59089.0000,59089.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:53,59090.0000,59099.0000,59090.0000,59093.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:54,59094.0000,59103.0000,59094.0000,59103.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:55,59104.0000,59106.0000,59090.0000,59091.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:56,59090.0000,59090.0000,59078.0000,59081.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:57,59080.0000,59084.0000,59071.0000,59081.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:58,59080.0000,59091.0000,59080.0000,59085.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 13:59,59084.0000,59091.0000,59084.0000,59091.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:00,59090.0000,59099.0000,59088.0000,59099.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:01,59100.0000,59106.0000,59097.0000,59099.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:02,59098.0000,59103.0000,59093.0000,59103.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:03,59102.0000,59105.0000,59086.0000,59087.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:04,59088.0000,59104.0000,59084.0000,59103.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:05,59102.0000,59201.0000,59100.0000,59195.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:06,59194.0000,59196.0000,59184.0000,59185.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:07,59186.0000,59193.0000,59183.0000,59193.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:08,59192.0000,59192.0000,59175.0000,59181.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:09,59180.0000,59187.0000,59174.0000,59181.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:10,59180.0000,59183.0000,59168.0000,59175.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:11,59174.0000,59175.0000,59169.0000,59175.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:12,59176.0000,59188.0000,59175.0000,59187.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:13,59188.0000,59195.0000,59186.0000,59195.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:14,59196.0000,59196.0000,59182.0000,59185.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:15,59186.0000,59187.0000,59176.0000,59177.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:16,59176.0000,59181.0000,59168.0000,59169.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:17,59168.0000,59180.0000,59168.0000,59175.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:18,59174.0000,59174.0000,59168.0000,59171.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:19,59170.0000,59180.0000,59168.0000,59171.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:20,59170.0000,59181.0000,59168.0000,59179.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:21,59180.0000,59182.0000,59173.0000,59175.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:22,59174.0000,59174.0000,59168.0000,59173.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:23,59174.0000,59179.0000,59169.0000,59179.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:24,59178.0000,59187.0000,59178.0000,59183.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:25,59182.0000,59199.0000,59181.0000,59197.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:26,59196.0000,59197.0000,59184.0000,59185.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:27,59186.0000,59201.0000,59185.0000,59197.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:28,59198.0000,59201.0000,59189.0000,59191.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:29,59190.0000,59192.0000,59184.0000,59191.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:30,59190.0000,59193.0000,59180.0000,59185.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:31,59186.0000,59192.0000,59183.0000,59183.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:32,59182.0000,59190.0000,59181.0000,59189.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:33,59188.0000,59201.0000,59188.0000,59197.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:34,59198.0000,59201.0000,59196.0000,59197.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:35,59196.0000,59201.0000,59194.0000,59199.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:36,59198.0000,59201.0000,59186.0000,59189.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:37,59190.0000,59195.0000,59187.0000,59195.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:38,59194.0000,59201.0000,59194.0000,59199.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:39,59198.0000,59199.0000,59185.0000,59189.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:40,59188.0000,59196.0000,59183.0000,59195.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:41,59196.0000,59200.0000,59190.0000,59195.0000,60,0.0010,0,59194.1000,59196.8000
2025.05.04 14:42,59194.0000,59197.0000,59194.0000,59195.0000,14,0.0010,0,59194.1000,59196.8000
